incident_id,text,disaster_type,latitude,longitude,people_affected,injured,severity
INC00069,Emergency reported near Village G. landslide has trapped people. road is blocked. 14 people are affected.,landslide,26.098433493415328,91.75935587696759,14,0,high
INC00070,Emergency reported near Village D. sudden heavy rainfall reported. serious injuries reported. 26 people are affected. Ambulance support is urgently required.,cloudburst,26.171627034434742,91.77753827136713,26,1,critical
INC00071,Emergency reported near Village C. structural damage reported after earthquake. local damage reported. 13 people are affected.,earthquake,26.13045491986921,91.72261428550857,13,0,moderate
INC00072,Emergency reported near Village I. water level is rising rapidly. several people need help. 15 people are affected. An injured person needs medical help.,cloudburst,26.176785033530876,91.75036926771706,15,1,high
INC00073,Emergency reported near Village E. water level is rising rapidly. trees fallen on road. 11 people are affected.,cloudburst,26.120519765588497,91.70156364574356,11,0,moderate
INC00074,Emergency reported near Village H. earthquake damage reported. children are trapped. 50 people are affected. One person is seriously injured.,earthquake,26.157526098578245,91.69735908677383,50,1,critical
INC00075,Emergency reported near Village C. heavy rainfall has damaged roads. people trapped inside house. 39 people are affected.,cloudburst,26.131043883131234,91.72059396934647,39,0,critical
INC00076,Emergency reported near Village G. heavy rainfall has damaged roads. road is blocked. 31 people are affected.,cloudburst,26.100500985700695,91.760692896419,31,0,high
INC00077,Emergency reported near Village G. heavy flooding reported. small amount of debris reported. 14 people are affected.,flood,26.098639950556844,91.76046450739433,14,0,moderate
INC00078,Emergency reported near Village A. walls have collapsed. small amount of debris reported. 13 people are affected.,earthquake,26.1450861449466,91.73477129716395,13,0,moderate
INC00079,Emergency reported near Village I. mudslide has damaged several houses. trees fallen on road. 8 people are affected.,landslide,26.18373154902229,91.75094766584182,8,0,moderate
INC00080,Emergency reported near Village G. flash flooding reported. road access is blocked. 26 people are affected.,cloudburst,26.097617393005596,91.76131310721728,26,0,high
INC00081,Emergency reported near Village C. people need evacuation due to flooding. small amount of debris reported. 15 people are affected.,flood,26.128050636659545,91.72157416920749,15,0,moderate
INC00082,Emergency reported near Village J. river has overflowed. small amount of debris reported. 11 people are affected.,flood,26.112317191158013,91.7183586353633,11,0,moderate
INC00083,Emergency reported near Village H. multiple houses have been damaged. many people need immediate evacuation. 68 people are affected. Multiple injured people require medical assistance.,earthquake,26.161926752258488,91.70082556185388,68,1,critical
INC00084,Emergency reported near Village F. water level is rising rapidly. small amount of debris reported. 5 people are affected.,cloudburst,26.19164412031999,91.73379358596532,5,0,moderate
INC00085,Emergency reported near Village B. road is completely flooded. several families affected. 27 people are affected.,flood,26.154509223767995,91.74849252767129,27,0,high
INC00086,Emergency reported near Village A. vehicles are trapped due to landslide. minor road damage. 14 people are affected.,landslide,26.14272097114075,91.73456837943007,14,0,moderate
INC00087,Emergency reported near Village C. flash flooding reported. immediate rescue required. 34 people are affected. Multiple injured people require medical assistance.,cloudburst,26.129845796581172,91.72068230394963,34,1,critical
INC00088,Emergency reported near Village F. people need evacuation due to flooding. children are trapped. 40 people are affected.,flood,26.19055338159866,91.73165436649808,40,0,critical
INC00089,Emergency reported near Village A. sudden heavy rainfall reported. trees fallen on road. 7 people are affected.,cloudburst,26.144526003783756,91.73910706815431,7,0,moderate
INC00090,Emergency reported near Village J. vehicles are trapped due to landslide. minor structural damage. 2 people are affected.,landslide,26.109470686333523,91.72544033833317,2,0,moderate
INC00091,Emergency reported near Village B. bridge is submerged. small amount of debris reported. 6 people are affected.,flood,26.156251334695533,91.74828568488716,6,0,moderate
INC00092,Emergency reported near Village B. building has collapsed. road access is blocked. 5 people are affected. Ambulance support is urgently required.,earthquake,26.152858215003878,91.75096494483049,5,1,high
INC00093,Emergency reported near Village F. drainage system has overflowed. road access is blocked. 14 people are affected.,cloudburst,26.189553074429348,91.73142800098819,14,0,high
INC00094,Emergency reported near Village E. houses are affected by sudden rainfall. road access is blocked. 34 people are affected.,cloudburst,26.12094647524915,91.69985434217469,34,0,high
INC00095,Emergency reported near Village D. flood water is rising rapidly. local damage reported. 5 people are affected.,flood,26.168306412563865,91.77697030555063,5,0,moderate
INC00096,Emergency reported near Village H. houses are affected by sudden rainfall. road is blocked. 26 people are affected. An injured person needs medical help.,cloudburst,26.159106970095866,91.70171279758866,26,1,high
INC00097,Emergency reported near Village H. people are trapped under debris. children are trapped. 63 people are affected. One person is seriously injured.,earthquake,26.16042818748826,91.69750852244258,63,1,critical
INC00098,Emergency reported near Village I. heavy flooding reported. small amount of debris reported. 4 people are affected.,flood,26.1803463618517,91.75077063475946,4,0,moderate
INC00099,Emergency reported near Village I. flash flooding reported. local damage reported. 11 people are affected.,cloudburst,26.178232285127596,91.75030745021189,11,0,moderate
INC00100,Emergency reported near Village A. vehicles are trapped due to landslide. people trapped inside house. 71 people are affected. Multiple injured people require medical assistance.,landslide,26.144616417436893,91.73391405940434,71,1,critical
INC00101,Emergency reported near Village H. multiple houses have been damaged. rescue assistance required. 32 people are affected.,earthquake,26.160715574720697,91.70112156905275,32,0,high
INC00102,Emergency reported near Village E. landslide has blocked the road. several families affected. 12 people are affected.,landslide,26.12216610248635,91.70210760410407,12,0,high
INC00103,Emergency reported near Village I. road completely blocked by landslide. trees fallen on road. 4 people are affected.,landslide,26.177244661264087,91.74812434992018,4,0,moderate
INC00104,Emergency reported near Village E. people are trapped inside a collapsed building. trees fallen on road. 2 people are affected.,earthquake,26.121030070534417,91.70102757190183,2,0,moderate
INC00105,Emergency reported near Village D. strong earthquake has damaged buildings. people need evacuation. 5 people are affected.,earthquake,26.171030095372615,91.78770546298131,5,0,high
INC00106,Emergency reported near Village A. vehicles are trapped due to landslide. house is damaged. 36 people are affected.,landslide,26.145641781021386,91.73847113128036,36,0,high
INC00107,Emergency reported near Village E. water level is rising rapidly. people need evacuation. 26 people are affected.,cloudburst,26.121908003526986,91.70130278250261,26,0,high
INC00108,Emergency reported near Village H. people need evacuation due to flooding. multiple people require urgent rescue. 71 people are affected.,flood,26.15936946151072,91.70151793844099,71,0,critical
INC00109,Emergency reported near Village A. people are trapped under debris. people trapped inside house. 30 people are affected.,earthquake,26.142954349570925,91.73572636278652,30,0,critical
INC00110,Emergency reported near Village G. road completely blocked by landslide. road access is blocked. 38 people are affected. Multiple injured people require medical assistance.,landslide,26.099029272904342,91.76016374827877,38,1,high
INC00111,Emergency reported near Village J. structural damage reported after earthquake. minor road damage. 10 people are affected.,earthquake,26.114629317133346,91.71626546961481,10,0,moderate
INC00112,Emergency reported near Village B. mudslide has damaged several houses. trees fallen on road. 11 people are affected.,landslide,26.15637252038075,91.74677456825762,11,0,moderate
INC00113,Emergency reported near Village B. major landslide reported. people are seriously injured. 90 people are affected. Ambulance support is urgently required.,landslide,26.154056136268423,91.75217790119393,90,1,critical
INC00114,Emergency reported near Village H. roads are flooded after intense rainfall. minor road damage. 5 people are affected.,cloudburst,26.160128560038192,91.69784451044414,5,0,moderate
INC00115,Emergency reported near Village E. water level is rising rapidly. trees fallen on road. 2 people are affected.,cloudburst,26.11856939258148,91.70135919549787,2,0,moderate
INC00116,Emergency reported near Village J. soil has collapsed onto houses. small area affected. 7 people are affected.,landslide,26.108539266736564,91.72043291717917,7,0,moderate
INC00117,Emergency reported near Village D. houses have developed major cracks. house is damaged. 14 people are affected.,earthquake,26.17009114367981,91.77869679930478,14,0,high
INC00118,Emergency reported near Village E. people are trapped inside a collapsed building. house is damaged. 33 people are affected. Ambulance support is urgently required.,earthquake,26.124287888178653,91.70126783804464,33,1,high
INC00119,Emergency reported near Village E. heavy rainfall has damaged roads. house is damaged. 33 people are affected.,cloudburst,26.115949714826687,91.70037290862955,33,0,high
INC00120,Emergency reported near Village F. people are trapped by flood water. several families affected. 10 people are affected.,flood,26.188676427070465,91.7317048666696,10,0,high
INC00121,Emergency reported near Village J. mudslide has damaged several houses. serious injuries reported. 80 people are affected. An injured person needs medical help.,landslide,26.108414958523134,91.71977052711706,80,1,critical
INC00122,Emergency reported near Village J. heavy rainfall has damaged roads. several people need help. 10 people are affected.,cloudburst,26.11100997455796,91.72173151038834,10,0,high
INC00123,Emergency reported near Village F. heavy flooding reported. rescue assistance required. 15 people are affected. Multiple injured people require medical assistance.,flood,26.18759940718589,91.72933099752832,15,1,high
INC00124,Emergency reported near Village G. bridge is submerged. small area affected. 8 people are affected.,flood,26.09905010937768,91.75869334153485,8,0,moderate
INC00125,Emergency reported near Village E. heavy rainfall has damaged roads. road is blocked. 37 people are affected. One person is seriously injured.,cloudburst,26.123530908480564,91.70080996342192,37,1,high
INC00126,Emergency reported near Village D. water level is rising rapidly. road is blocked. 33 people are affected.,cloudburst,26.16747823209133,91.7818357238941,33,0,high
INC00127,Emergency reported near Village I. strong earthquake has damaged buildings. multiple people require urgent rescue. 76 people are affected.,earthquake,26.184244312394025,91.7520649305211,76,0,critical
INC00128,Emergency reported near Village J. soil has collapsed onto houses. minor road damage. 5 people are affected.,landslide,26.10696126006809,91.71903153185427,5,0,moderate
INC00129,Emergency reported near Village G. heavy flooding reported. people are seriously injured. 79 people are affected. Multiple injured people require medical assistance.,flood,26.102533822298376,91.75858466106877,79,1,critical
INC00130,Emergency reported near Village I. flash flooding reported. local damage reported. 14 people are affected.,cloudburst,26.18088763885629,91.75154926810686,14,0,moderate
INC00131,Emergency reported near Village D. landslide has blocked the road. several families affected. 29 people are affected.,landslide,26.168146139056844,91.77988094928787,29,0,high
INC00132,Emergency reported near Village E. cloudburst has caused severe flooding. minor structural damage. 6 people are affected.,cloudburst,26.113517465319863,91.69795122471733,6,0,moderate
INC00133,Emergency reported near Village E. flash flooding reported. waterlogging reported. 14 people are affected.,cloudburst,26.119494863697216,91.69750443363607,14,0,moderate
INC00134,Emergency reported near Village I. earthquake damage reported. road access is blocked. 40 people are affected. An injured person needs medical help.,earthquake,26.183264822607864,91.74713971724408,40,1,high
INC00135,Emergency reported near Village D. road completely blocked by landslide. road is blocked. 31 people are affected.,landslide,26.16911991102661,91.78026148115457,31,0,high
INC00136,Emergency reported near Village G. soil has collapsed onto houses. road is blocked. 36 people are affected.,landslide,26.102882546578133,91.75712827569765,36,0,high
INC00137,Emergency reported near Village J. road is completely flooded. house is damaged. 33 people are affected. An injured person needs medical help.,flood,26.11232632750431,91.72002046612204,33,1,high
INC00138,Emergency reported near Village G. mudslide has damaged several houses. local damage reported. 2 people are affected.,landslide,26.098036982697906,91.76092420694853,2,0,moderate
INC00139,Emergency reported near Village F. houses are affected by sudden rainfall. rescue assistance required. 10 people are affected. Ambulance support is urgently required.,cloudburst,26.190398119391148,91.72879956624568,10,1,high
INC00140,Emergency reported near Village I. water has entered several houses. children are trapped. 50 people are affected. Ambulance support is urgently required.,flood,26.18013960416998,91.74922937280628,50,1,critical
INC00141,Emergency reported near Village B. people are trapped by flood water. waterlogging reported. 8 people are affected.,flood,26.155227034690505,91.75132426134904,8,0,moderate
INC00142,Emergency reported near Village A. village is surrounded by flood water. many people need immediate evacuation. 57 people are affected. An injured person needs medical help.,flood,26.14767203363229,91.73372436900235,57,1,critical
INC00143,Emergency reported near Village D. vehicles are trapped due to landslide. people need evacuation. 15 people are affected.,landslide,26.174266066749315,91.77609582440095,15,0,high
INC00144,Emergency reported near Village G. road completely blocked by landslide. people need evacuation. 36 people are affected.,landslide,26.09969642980993,91.76117663441298,36,0,high
INC00145,Emergency reported near Village E. water has entered several houses. multiple houses damaged. 34 people are affected.,flood,26.12056198373547,91.69875460096036,34,0,high
INC00146,Emergency reported near Village H. people are trapped inside a collapsed building. small amount of debris reported. 11 people are affected.,earthquake,26.159583755499284,91.69901399813068,11,0,moderate
INC00147,Emergency reported near Village H. landslide has blocked the road. local damage reported. 7 people are affected.,landslide,26.15882127048611,91.70169920419404,7,0,moderate
INC00148,Emergency reported near Village D. walls have collapsed. multiple houses damaged. 23 people are affected.,earthquake,26.170714030971933,91.77861418080948,23,0,high
INC00149,Emergency reported near Village E. flood water is rising rapidly. multiple people require urgent rescue. 97 people are affected. Multiple injured people require medical assistance.,flood,26.121799199750868,91.70061459904176,97,1,critical
INC00150,Emergency reported near Village D. people are trapped inside a collapsed building. house is damaged. 13 people are affected.,earthquake,26.17162572423768,91.78125925768384,13,0,high
INC00151,Emergency reported near Village H. earthquake damage reported. people are seriously injured. 36 people are affected. Ambulance support is urgently required.,earthquake,26.158342009978156,91.6988796379196,36,1,critical
INC00152,Emergency reported near Village C. houses have developed major cracks. serious injuries reported. 87 people are affected. Multiple injured people require medical assistance.,earthquake,26.131494587210245,91.72122074053087,87,1,critical
INC00153,Emergency reported near Village H. building has collapsed. water level slightly rising. 12 people are affected.,earthquake,26.15995819681207,91.70023465476662,12,0,moderate
INC00154,Emergency reported near Village H. landslide has trapped people. trees fallen on road. 13 people are affected.,landslide,26.162555329791576,91.69881685722233,13,0,moderate
INC00155,Emergency reported near Village I. flash flooding reported. multiple houses damaged. 5 people are affected.,cloudburst,26.18109419476234,91.74959561469514,5,0,high
INC00156,Emergency reported near Village F. earthquake damage reported. small amount of debris reported. 10 people are affected.,earthquake,26.18956463759355,91.73219755370398,10,0,moderate
INC00157,Emergency reported near Village B. village affected by extreme rainfall. water level slightly rising. 1 people are affected.,cloudburst,26.156650832697977,91.75162701927201,1,0,moderate
INC00158,Emergency reported near Village D. flash flood caused by cloudburst. road access is blocked. 24 people are affected.,cloudburst,26.17261095761431,91.78004200768326,24,0,high
INC00159,Emergency reported near Village A. building has collapsed. small area affected. 8 people are affected.,earthquake,26.14586390594259,91.73557946648681,8,0,moderate
INC00160,Emergency reported near Village D. large amount of debris is blocking the road. local damage reported. 7 people are affected.,landslide,26.170648332704978,91.77973971389126,7,0,moderate
INC00161,Emergency reported near Village I. vehicles are trapped due to landslide. house is damaged. 31 people are affected. Ambulance support is urgently required.,landslide,26.180193991929986,91.75119031405087,31,1,high
INC00162,Emergency reported near Village E. several buildings are damaged. multiple people require urgent rescue. 47 people are affected. Multiple injured people require medical assistance.,earthquake,26.118363558633533,91.70418477455138,47,1,critical
INC00163,Emergency reported near Village B. strong earthquake has damaged buildings. water level slightly rising. 9 people are affected.,earthquake,26.152987965237003,91.74757162277443,9,0,moderate
INC00164,Emergency reported near Village G. people need evacuation due to flooding. house is damaged. 34 people are affected.,flood,26.102316221747003,91.76158332538793,34,0,high
INC00165,Emergency reported near Village A. building has collapsed. building collapsed. 51 people are affected. An injured person needs medical help.,earthquake,26.145748239634106,91.73745669101852,51,1,critical
INC00166,Emergency reported near Village J. mudslide has damaged several houses. building collapsed. 62 people are affected.,landslide,26.109975506454305,91.71820549125702,62,0,critical
INC00167,Emergency reported near Village C. building has collapsed. waterlogging reported. 13 people are affected.,earthquake,26.130151609116385,91.71864567657697,13,0,moderate
INC00168,Emergency reported near Village A. strong earthquake has damaged buildings. immediate rescue required. 50 people are affected. An injured person needs medical help.,earthquake,26.146450239466837,91.73590588523699,50,1,critical
INC00169,Emergency reported near Village E. flash flooding reported. people are seriously injured. 87 people are affected.,cloudburst,26.118349005606415,91.6993572283167,87,0,critical
INC00170,Emergency reported near Village H. people need evacuation due to flooding. trees fallen on road. 8 people are affected.,flood,26.160825862908553,91.6988725508944,8,0,moderate
INC00171,Emergency reported near Village A. strong earthquake has damaged buildings. minor road damage. 8 people are affected.,earthquake,26.14285555920887,91.73668737442298,8,0,moderate
INC00172,Emergency reported near Village H. flash flooding reported. small area affected. 11 people are affected.,cloudburst,26.160489933142216,91.69898611364926,11,0,moderate
INC00173,Emergency reported near Village H. water has entered several houses. immediate rescue required. 61 people are affected. An injured person needs medical help.,flood,26.159057923388765,91.70046409987472,61,1,critical
INC00174,Emergency reported near Village E. people are trapped under debris. multiple houses damaged. 29 people are affected. Ambulance support is urgently required.,earthquake,26.117103831317007,91.69718507245125,29,1,high
INC00175,Emergency reported near Village B. village is surrounded by flood water. trees fallen on road. 14 people are affected.,flood,26.153563111557496,91.74957310569657,14,0,moderate
INC00176,Emergency reported near Village H. heavy rainfall has damaged roads. local damage reported. 6 people are affected.,cloudburst,26.160621815131197,91.7029507124339,6,0,moderate
INC00177,Emergency reported near Village G. people are trapped inside a collapsed building. water level slightly rising. 7 people are affected.,earthquake,26.101715319246406,91.75968012294008,7,0,moderate
INC00178,Emergency reported near Village F. sudden heavy rainfall reported. small area affected. 2 people are affected.,cloudburst,26.189961967584196,91.72799494127072,2,0,moderate
INC00179,Emergency reported near Village B. building has collapsed. road is blocked. 13 people are affected.,earthquake,26.154962973728015,91.74942268272216,13,0,high
INC00180,Emergency reported near Village G. houses are affected by sudden rainfall. multiple houses damaged. 8 people are affected.,cloudburst,26.10064543712068,91.7583455381129,8,0,high
INC00181,Emergency reported near Village B. landslide has blocked the road. several people need help. 14 people are affected.,landslide,26.156038693028485,91.753065477826,14,0,high
INC00182,Emergency reported near Village F. structural damage reported after earthquake. minor structural damage. 2 people are affected.,earthquake,26.189782479703087,91.7308034234442,2,0,moderate
INC00183,Emergency reported near Village D. road is completely flooded. minor structural damage. 10 people are affected.,flood,26.171380287983425,91.77919755905623,10,0,moderate
INC00184,Emergency reported near Village C. houses have developed major cracks. rescue assistance required. 26 people are affected.,earthquake,26.13044818496362,91.72002518480156,26,0,high
INC00185,Emergency reported near Village C. sudden heavy rainfall reported. people need evacuation. 9 people are affected.,cloudburst,26.130195352197095,91.71845398043229,9,0,high
INC00186,Emergency reported near Village I. houses are affected by sudden rainfall. many people need immediate evacuation. 78 people are affected. Multiple injured people require medical assistance.,cloudburst,26.180049020348516,91.75099599658249,78,1,critical
INC00187,Emergency reported near Village F. river has overflowed. minor road damage. 15 people are affected.,flood,26.192902287215592,91.73191854165218,15,0,moderate
INC00188,Emergency reported near Village C. people are trapped by flood water. small area affected. 11 people are affected.,flood,26.134306364915023,91.71846530487423,11,0,moderate
INC00189,Emergency reported near Village H. heavy rainfall has damaged roads. local damage reported. 10 people are affected.,cloudburst,26.16174464127344,91.70036668401148,10,0,moderate
